back_team,countrie,datetime,event_link,home_team,status,timestamp
Atlético,Espanha - Primera Division,06/12/19 14:00:00,https://www.academiadasapostasbrasil.com/stats/match/espanha/primera-division/villarreal/atletico-de-madrid/3058968,Villarreal,Terminado,1575651600
Benfica,Portugal - Liga Sagres,06/12/19 14:30:00,https://www.academiadasapostasbrasil.com/stats/match/portugal/liga-sagres/boavista/benfica/3064758,Boavista,Terminado,1575653400
Roma,Itália - Serie A TIM,06/12/19 13:45:00,https://www.academiadasapostasbrasil.com/stats/match/italia/serie-a-tim/internazionale/roma/3111842,Inter,Terminado,1575650700
Aldosivi,Argentina - Campeonato Argentino,06/12/19 16:00:00,https://www.academiadasapostasbrasil.com/stats/match/argentina/campeonato-argentino/colon/aldosivi/3070507,Colón,Terminado,1575658800
Banfield,Argentina - Campeonato Argentino,06/12/19 18:10:00,https://www.academiadasapostasbrasil.com/stats/match/argentina/campeonato-argentino/independiente/banfield/3070502,Independiente,Terminado,1575666600
Hertha BSC,Alemanha - Bundesliga,06/12/19 13:30:00,https://www.academiadasapostasbrasil.com/stats/match/alemanha/bundesliga/eintracht-frankfurt/hertha-berlin/3047141,Frankfurt,Terminado,1575649800
Brest,França - Ligue 1,06/12/19 12:00:00,https://www.academiadasapostasbrasil.com/stats/match/franca/ligue-1/lille/brestois/3030716,Lille,Terminado,1575644400
Lyon,França - Ligue 1,06/12/19 13:45:00,https://www.academiadasapostasbrasil.com/stats/match/franca/ligue-1/nimes/lyon/3030707,Nîmes,Terminado,1575650700
Raja,África - Liga dos Campeões da África,06/12/19 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/africa/liga-dos-campeoes-da-africa/asv-club/rca-casablanca/3178875,V.Club,Terminado,1575637200
Hilal Omdurman,África - Liga dos Campeões da África,06/12/19 13:00:00,https://www.academiadasapostasbrasil.com/stats/match/africa/liga-dos-campeoes-da-africa/al-ahly/al-hilal-omdurman/3178852,Ahly,Terminado,1575648000
JS Kabylie,África - Liga dos Campeões da África,06/12/19 13:00:00,https://www.academiadasapostasbrasil.com/stats/match/africa/liga-dos-campeoes-da-africa/esperance-de-tunis/js-kabylie/3178876,Tunis,Terminado,1575648000
Nottm Forest,Inglaterra - Championship,06/12/19 13:45:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/championship/millwall/nottingham-forest/3035962,Millwall,Terminado,1575650700
Extremadura,Espanha - Liga Adelante,06/12/19 05:00:00,https://www.academiadasapostasbrasil.com/stats/match/espanha/liga-adelante/albacete/extremadura-ud/3060111,Albacete,Terminado,1575619200
Fuenlabrada,Espanha - Liga Adelante,06/12/19 09:00:00,https://www.academiadasapostasbrasil.com/stats/match/espanha/liga-adelante/racing-santander/fuenlabrada/3060120,Santander,Terminado,1575633600
Real Oviedo,Espanha - Liga Adelante,06/12/19 11:30:00,https://www.academiadasapostasbrasil.com/stats/match/espanha/liga-adelante/alcorcon/real-oviedo/3060112,Alcorcón,Terminado,1575642600
Tenerife,Espanha - Liga Adelante,06/12/19 14:00:00,https://www.academiadasapostasbrasil.com/stats/match/espanha/liga-adelante/malaga/tenerife/3060119,Málaga,Terminado,1575651600
Antwerp,Bélgica - 1e Klasse,06/12/19 13:30:00,https://www.academiadasapostasbrasil.com/stats/match/belgica/1e-klasse/waasland-beveren/antwerp/3050283,WB,Terminado,1575649800
Trapani,Itália - Serie B,06/12/19 14:00:00,https://www.academiadasapostasbrasil.com/stats/match/italia/serie-b/benevento/trapani/3122683,Benevento,Terminado,1575651600
Heidenheim,Alemanha - 2. Liga,06/12/19 11:30:00,https://www.academiadasapostasbrasil.com/stats/match/alemanha/2-liga/hamburgo/heidenheim/3047464,Hamburg,Terminado,1575642600
