back_team,countrie,datetime,event_link,home_team,status,timestamp
São Paulo,Brasil - Brasileirão Série A,21/09/19 08:00:00,https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/botafogo/sao-paulo/2989112,Botafogo,Terminado,1569063600
Bahia,Brasil - Brasileirão Série A,21/09/19 16:00:00,https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/corinthians/bahia/2989109,Corinthians,Terminado,1569092400
Grêmio,Brasil - Brasileirão Série A,21/09/19 18:00:00,https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/santos/gremio/2989110,Santos,Terminado,1569099600
Watford,Inglaterra - Barclays Premier League,21/09/19 08:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/barclays-premier-league/manchester-city/watford/3029129,Man City,Terminado,1569063600
Celta de Vigo,Espanha - Primera Division,21/09/19 10:30:00,https://www.academiadasapostasbrasil.com/stats/match/espanha/primera-division/atletico-de-madrid/celta-de-vigo/3058851,Atlético,Terminado,1569072600
Barcelona,Espanha - Primera Division,21/09/19 13:00:00,https://www.academiadasapostasbrasil.com/stats/match/espanha/primera-division/granada/barcelona/3058854,Granada,Terminado,1569081600
Köln,Alemanha - Bundesliga,21/09/19 07:30:00,https://www.academiadasapostasbrasil.com/stats/match/alemanha/bundesliga/bayern-munique/colonia/3047056,Bayern München,Terminado,1569061800
Benfica,Portugal - Liga Sagres,21/09/19 13:30:00,https://www.academiadasapostasbrasil.com/stats/match/portugal/liga-sagres/moreirense/benfica/3064694,Moreirense,Terminado,1569083400
Monaco,França - Ligue 1,21/09/19 12:00:00,https://www.academiadasapostasbrasil.com/stats/match/franca/ligue-1/stade-de-reims/monaco/3030597,Reims,Terminado,1569078000
Verona,Itália - Serie A TIM,21/09/19 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/italia/serie-a-tim/juventus/verona/3111733,Juventus,Terminado,1569070800
Inter,Itália - Serie A TIM,21/09/19 12:45:00,https://www.academiadasapostasbrasil.com/stats/match/italia/serie-a-tim/milan/internazionale/3111736,Milan,Terminado,1569080700
