back_team,countrie,datetime,event_link,home_team,status,timestamp
Porto,Portugal - Taça de Portugal,19/10/18 13:15:00,https://www.academiadasapostasbrasil.com/stats/match/portugal/taca-de-portugal/vila-real/porto/2927655,Vila Real,Terminado,1539965700
Goiás,Brasil - Série B,19/10/18 16:15:00,https://www.academiadasapostasbrasil.com/stats/match/brasil/serie-b/crb/goias/2731338,CRB,Terminado,1539976500
Criciúma,Brasil - Série B,19/10/18 17:30:00,https://www.academiadasapostasbrasil.com/stats/match/brasil/serie-b/sao-bento/criciuma/2731332,São Bento,Terminado,1539981000
Figueirense,Brasil - Série B,19/10/18 18:30:00,https://www.academiadasapostasbrasil.com/stats/match/brasil/serie-b/ponte-preta/figueirense/2731331,Ponte Preta,Terminado,1539984600
Talleres,Argentina - Campeonato Argentino,19/10/18 16:00:00,https://www.academiadasapostasbrasil.com/stats/match/argentina/campeonato-argentino/defensa-y-justicia/talleres/2848879,Def y Justicia,Terminado,1539975600
Gimn La Plata,Argentina - Campeonato Argentino,19/10/18 16:00:00,https://www.academiadasapostasbrasil.com/stats/match/argentina/campeonato-argentino/velez-sarsfield/gimnasia-y-esgrima/2848885,Vélez,Terminado,1539975600
River Plate,Argentina - Campeonato Argentino,19/10/18 18:15:00,https://www.academiadasapostasbrasil.com/stats/match/argentina/campeonato-argentino/colon/river-plate/2848880,Colón,Terminado,1539983700
Veracruz,México - Primera Division,19/10/18 20:00:00,https://www.academiadasapostasbrasil.com/stats/match/mexico/primera-division/atlas/veracruz/2803577,Atlas,Terminado,1539990000
Alavés,Espanha - Primera Division,19/10/18 13:00:00,https://www.academiadasapostasbrasil.com/stats/match/espanha/primera-division/celta-de-vigo/alaves/2857102,Celta de Vigo,Terminado,1539964800
Düsseldorf,Alemanha - Bundesliga,19/10/18 12:30:00,https://www.academiadasapostasbrasil.com/stats/match/alemanha/bundesliga/eintracht-frankfurt/fortuna-dusseldorf/2810975,Frankfurt,Terminado,1539963000
Nîmes,França - Ligue 1,19/10/18 12:45:00,https://www.academiadasapostasbrasil.com/stats/match/franca/ligue-1/lyon/nimes/2792308,Lyon,Terminado,1539963900
Temuco,Chile - Primera Division,19/10/18 17:00:00,https://www.academiadasapostasbrasil.com/stats/match/chile/primera-division/union-espanola/deportes-temuco/2788533,Española,Terminado,1539979200
Ayacucho,Peru - Primera Division,19/10/18 19:00:00,https://www.academiadasapostasbrasil.com/stats/match/peru/primera-division/sport-huancayo/ayacucho/2716332,Huancayo,Terminado,1539986400
Middlesbrough,Inglaterra - Championship,19/10/18 12:45:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/championship/sheffield-wednesday/middlesbrough/2801700,Sheff Wed,Terminado,1539963900
