back_team,countrie,datetime,event_link,home_team,status,timestamp
Tigre,Argentina - Campeonato Argentino,08/12/17 15:00:00,https://www.academiadasapostasbrasil.com/stats/match/argentina/campeonato-argentino/temperley/tigre/2564890,Temperley,Terminado,1512756000
Olimpo,Argentina - Campeonato Argentino,08/12/17 17:15:00,https://www.academiadasapostasbrasil.com/stats/match/argentina/campeonato-argentino/patronato/olimpo/2564899,Patronato,Terminado,1512764100
Huracán,Argentina - Campeonato Argentino,08/12/17 19:30:00,https://www.academiadasapostasbrasil.com/stats/match/argentina/campeonato-argentino/belgrano/huracan/2564898,Belgrano,Terminado,1512772200
Monterrey,México - Primera Division,07/12/17 21:00:00,https://www.academiadasapostasbrasil.com/stats/match/mexico/primera-division/tigres/rayados-de-monterrey/2696553,Tigres,Terminado,1512691200
Las Palmas,Espanha - Primera Division,08/12/17 15:00:00,https://www.academiadasapostasbrasil.com/stats/match/espanha/primera-division/alaves/las-palmas/2529381,Alavés,Terminado,1512756000
Leverkusen,Alemanha - Bundesliga,08/12/17 14:30:00,https://www.academiadasapostasbrasil.com/stats/match/alemanha/bundesliga/stuttgart/bayer-leverkusen/2480397,Stuttgart,Terminado,1512754200
Moreirense,Portugal - Liga Sagres,08/12/17 15:30:00,https://www.academiadasapostasbrasil.com/stats/match/portugal/liga-sagres/rio-ave/moreirense/2501910,Rio Ave,Terminado,1512757800
Strasbourg,França - Ligue 1,08/12/17 14:45:00,https://www.academiadasapostasbrasil.com/stats/match/franca/ligue-1/bordeaux/strasbourg/2465067,Bordeaux,Terminado,1512755100
Bristol City,Inglaterra - Championship,08/12/17 14:45:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/championship/sheffield-united/bristol-city/2467460,Sheff Utd,Terminado,1512755100
Almería,Espanha - Liga Adelante,08/12/17 12:00:00,https://www.academiadasapostasbrasil.com/stats/match/espanha/liga-adelante/granada/almeria/2531372,Granada,Terminado,1512745200
Gijón,Espanha - Liga Adelante,08/12/17 15:00:00,https://www.academiadasapostasbrasil.com/stats/match/espanha/liga-adelante/barcelona-ii/sporting-gijon/2531371,Barcelona II,Terminado,1512756000
Standard,Bélgica - 1e Klasse,08/12/17 14:30:00,https://www.academiadasapostasbrasil.com/stats/match/belgica/1e-klasse/waasland-beveren/standard-de-liege/2462009,WB,Terminado,1512754200
Cremonese,Itália - Serie B,08/12/17 06:30:00,https://www.academiadasapostasbrasil.com/stats/match/italia/serie-b/novara/cremonese/2560225,Novara,Terminado,1512725400
Parma,Itália - Serie B,08/12/17 09:00:00,https://www.academiadasapostasbrasil.com/stats/match/italia/serie-b/ternana/parma/2560228,Ternana,Terminado,1512734400
Pescara,Itália - Serie B,08/12/17 12:00:00,https://www.academiadasapostasbrasil.com/stats/match/italia/serie-b/cesena/pescara/2560221,Cesena,Terminado,1512745200
Foggia,Itália - Serie B,08/12/17 14:30:00,https://www.academiadasapostasbrasil.com/stats/match/italia/serie-b/spezia/foggia/2560227,Spezia,Terminado,1512754200
Holstein,Alemanha - 2. Liga,08/12/17 12:30:00,https://www.academiadasapostasbrasil.com/stats/match/alemanha/2-liga/eintracht-braunschweig/holstein-kiel/2480713,Braunschweig,Terminado,1512747000
Darmstadt 98,Alemanha - 2. Liga,08/12/17 12:30:00,https://www.academiadasapostasbrasil.com/stats/match/alemanha/2-liga/erzgebirge-aue/darmstadt-98/2480720,Aue,Terminado,1512747000
Châteauroux,França - Ligue 2,08/12/17 14:00:00,https://www.academiadasapostasbrasil.com/stats/match/franca/ligue-2/auxerre/chateauroux/2464696,Auxerre,Terminado,1512752400
Lens,França - Ligue 2,08/12/17 14:00:00,https://www.academiadasapostasbrasil.com/stats/match/franca/ligue-2/paris/lens/2464697,Paris,Terminado,1512752400
Bourg,França - Ligue 2,08/12/17 14:00:00,https://www.academiadasapostasbrasil.com/stats/match/franca/ligue-2/brestois/bourg-en-bresse/2464698,Brest,Terminado,1512752400
Sochaux,França - Ligue 2,08/12/17 14:00:00,https://www.academiadasapostasbrasil.com/stats/match/franca/ligue-2/lorient/sochaux/2464699,Lorient,Terminado,1512752400
Reims,França - Ligue 2,08/12/17 14:00:00,https://www.academiadasapostasbrasil.com/stats/match/franca/ligue-2/chamois-niortais/stade-de-reims/2464701,Niort,Terminado,1512752400
Nancy,França - Ligue 2,08/12/17 14:00:00,https://www.academiadasapostasbrasil.com/stats/match/franca/ligue-2/tours/nancy/2464703,Tours,Terminado,1512752400
QRM,França - Ligue 2,08/12/17 14:00:00,https://www.academiadasapostasbrasil.com/stats/match/franca/ligue-2/valenciennes/quevilly-rouen/2464704,Valenciennes,Terminado,1512752400
