back_team,countrie,datetime,event_link,home_team,status,timestamp
Palmeiras,Brasil - Brasileirão Série A,01/09/19 13:00:00,https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/flamengo/palmeiras/2989081,Flamengo,Terminado,1567353600
Atlético MG,Brasil - Brasileirão Série A,01/09/19 16:00:00,https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/corinthians/atletico-mg/2989079,Corinthians,Terminado,1567364400
Tottenham,Inglaterra - Barclays Premier League,01/09/19 09:30:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/barclays-premier-league/arsenal/tottenham/3029103,Arsenal,Terminado,1567341000
Eibar,Espanha - Primera Division,01/09/19 11:00:00,https://www.academiadasapostasbrasil.com/stats/match/espanha/primera-division/atletico-de-madrid/eibar/3058831,Atlético,Terminado,1567346400
Real Madrid,Espanha - Primera Division,01/09/19 13:00:00,https://www.academiadasapostasbrasil.com/stats/match/espanha/primera-division/villarreal/real-madrid/3058839,Villarreal,Terminado,1567353600
Guimarães,Portugal - Liga Sagres,01/09/19 11:30:00,https://www.academiadasapostasbrasil.com/stats/match/portugal/liga-sagres/porto/vitoria-de-guimaraes/3064678,Porto,Terminado,1567348200
Benfica,Portugal - Liga Sagres,01/09/19 14:00:00,https://www.academiadasapostasbrasil.com/stats/match/portugal/liga-sagres/braga/benfica/3064676,Braga,Terminado,1567357200
Monaco,França - Ligue 1,01/09/19 09:00:00,https://www.academiadasapostasbrasil.com/stats/match/franca/ligue-1/strasbourg/monaco/3030586,Strasbourg,Terminado,1567339200
Inter,Itália - Serie A TIM,01/09/19 12:45:00,https://www.academiadasapostasbrasil.com/stats/match/italia/serie-a-tim/cagliari/internazionale/3111712,Cagliari,Terminado,1567352700
Goiás,Brasil - Brasileirão Série A,01/09/19 13:00:00,https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/fortaleza/goias/2989078,Fortaleza,Terminado,1567353600
Vasco,Brasil - Brasileirão Série A,01/09/19 16:00:00,https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/cruzeiro/vasco/2989077,Cruzeiro,Terminado,1567364400
Rosario,Argentina - Campeonato Argentino,01/09/19 08:00:00,https://www.academiadasapostasbrasil.com/stats/match/argentina/campeonato-argentino/colon/rosario-central/3070375,Colón,Terminado,1567335600
Arsenal,Argentina - Campeonato Argentino,01/09/19 08:00:00,https://www.academiadasapostasbrasil.com/stats/match/argentina/campeonato-argentino/atletico-tucuman/arsenal-de-sarandi/3070378,Tucumán,Terminado,1567335600
Huracán,Argentina - Campeonato Argentino,01/09/19 10:15:00,https://www.academiadasapostasbrasil.com/stats/match/argentina/campeonato-argentino/newell-s-old-boys/huracan/3070374,NOB,Terminado,1567343700
Aldosivi,Argentina - Campeonato Argentino,01/09/19 10:15:00,https://www.academiadasapostasbrasil.com/stats/match/argentina/campeonato-argentino/talleres/aldosivi/3070376,Talleres,Terminado,1567343700
