back_team,countrie,datetime,event_link,home_team,status,timestamp
Corinthians,Brasil - Brasileirão Série A,03/06/18 13:00:00,https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/flamengo/corinthians/2729322,Flamengo,Terminado,1528041600
Vitória,Brasil - Brasileirão Série A,03/06/18 13:00:00,https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/santos/vitoria/2729324,Santos,Terminado,1528041600
Croácia,Mundo - Amistoso,03/06/18 08:00:00,https://www.academiadasapostasbrasil.com/stats/match/mundo/amistoso/brasil/croacia/2759797,Brasil,Terminado,1528023600
Suíça,Mundo - Amistoso,03/06/18 13:00:00,https://www.academiadasapostasbrasil.com/stats/match/mundo/amistoso/espanha/suica/2723511,Espanha,Terminado,1528041600
Atlético PR,Brasil - Brasileirão Série A,03/06/18 13:00:00,https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/america-mineiro/atletico-pr/2729319,América MG,Terminado,1528041600
Grêmio,Brasil - Brasileirão Série A,03/06/18 13:00:00,https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/bahia/gremio/2729320,Bahia,Terminado,1528041600
Cruzeiro,Brasil - Brasileirão Série A,03/06/18 16:00:00,https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/ceara/cruzeiro/2729323,Ceará,Terminado,1528052400
Ayacucho,Peru - Primera Division,03/06/18 12:30:00,https://www.academiadasapostasbrasil.com/stats/match/peru/primera-division/academia-cantolao/ayacucho/2716420,Academia Cantolao,Terminado,1528039800
Universitario,Peru - Primera Division,03/06/18 15:00:00,https://www.academiadasapostasbrasil.com/stats/match/peru/primera-division/univ-san-martin/universitario-lima/2716417,Uni San Martín,Terminado,1528048800
Boys,Peru - Primera Division,03/06/18 17:15:00,https://www.academiadasapostasbrasil.com/stats/match/peru/primera-division/real-garcilaso/sport-boys/2716421,Garcilaso,Terminado,1528056900
Cerro,Uruguai - Primera Division,03/06/18 07:15:00,https://www.academiadasapostasbrasil.com/stats/match/uruguai/primera-division/fenix/cerro/2785415,Fénix,Terminado,1528020900
Liverpool,Uruguai - Primera Division,03/06/18 12:00:00,https://www.academiadasapostasbrasil.com/stats/match/uruguai/primera-division/wanderers/liverpool-montevideo/2785414,Wanderers,Terminado,1528038000
River Plate,Uruguai - Primera Division,03/06/18 12:00:00,https://www.academiadasapostasbrasil.com/stats/match/uruguai/primera-division/atenas/river-plate-montevideo/2785417,Atenas,Terminado,1528038000
Progreso,Uruguai - Primera Division,03/06/18 12:00:00,https://www.academiadasapostasbrasil.com/stats/match/uruguai/primera-division/boston-river/progreso/2785418,Boston River,Terminado,1528038000
Defensor Sp.,Uruguai - Primera Division,03/06/18 15:00:00,https://www.academiadasapostasbrasil.com/stats/match/uruguai/primera-division/torque/defensor/2785416,Torque,Terminado,1528048800
Bari 1908,Itália - Serie B,03/06/18 10:30:00,https://www.academiadasapostasbrasil.com/stats/match/italia/serie-b/cittadella/bari/2787776,Cittadella,Terminado,1528032600
Perugia,Itália - Serie B,03/06/18 13:00:00,https://www.academiadasapostasbrasil.com/stats/match/italia/serie-b/venezia/perugia/2787777,Venezia,Terminado,1528041600
Minnesota,Estados Unidos - Major League Soccer,03/06/18 18:30:00,https://www.academiadasapostasbrasil.com/stats/match/estados-unidos/major-league-soccer/kansas-city-wizards/minnesota-united/2710467,Sporting KC,Terminado,1528061400
Tolima,Colômbia - Primera División,03/06/18 16:30:00,https://www.academiadasapostasbrasil.com/stats/match/colombia/primera-division/independiente-medellin/tolima/2788162,Medellín,Terminado,1528054200
Víkingur R,Islândia - Landsbankadeild Karla,03/06/18 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/islandia/landsbankadeild-karla/ka/vikingur-reykjavik/2723646,KA,Terminado,1528030800
KR,Islândia - Landsbankadeild Karla,03/06/18 12:00:00,https://www.academiadasapostasbrasil.com/stats/match/islandia/landsbankadeild-karla/vestmannaeyjar/reykjavik/2723647,ÍBV,Terminado,1528038000
Stjarnan,Islândia - Landsbankadeild Karla,03/06/18 14:00:00,https://www.academiadasapostasbrasil.com/stats/match/islandia/landsbankadeild-karla/breidablik/stjarnan/2723648,Breidablik,Terminado,1528045200
TUIL,Noruega - Adeccoligaen,03/06/18 07:00:00,https://www.academiadasapostasbrasil.com/stats/match/noruega/adeccoligaen/ullensaker-kisa/tromsdalen/2705907,Ullensaker,Terminado,1528020000
Sogndal,Noruega - Adeccoligaen,03/06/18 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/noruega/adeccoligaen/levanger/sogndal/2705908,Levanger,Terminado,1528030800
Mjøndalen,Noruega - Adeccoligaen,03/06/18 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/noruega/adeccoligaen/asane/mjondalen/2705909,Åsane,Terminado,1528030800
Aalesund,Noruega - Adeccoligaen,03/06/18 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/noruega/adeccoligaen/nest-sotra/aalesund/2705910,Nest-Sotra,Terminado,1528030800
Notodden,Noruega - Adeccoligaen,03/06/18 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/noruega/adeccoligaen/strommen/notodden/2705911,Strømmen,Terminado,1528030800
Jerv,Noruega - Adeccoligaen,03/06/18 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/noruega/adeccoligaen/hamkam/jerv/2705912,HamKam,Terminado,1528030800
Ucrânia,Mundo - Amistoso,03/06/18 08:00:00,https://www.academiadasapostasbrasil.com/stats/match/mundo/amistoso/albania/ucrania/2785609,Albânia,Terminado,1528023600
Cabo Verde,Mundo - Amistoso,03/06/18 09:00:00,https://www.academiadasapostasbrasil.com/stats/match/mundo/amistoso/andorra/cabo-verde/2789321,Andorra,Terminado,1528027200
Irlanda Norte,Mundo - Amistoso,03/06/18 11:00:00,https://www.academiadasapostasbrasil.com/stats/match/mundo/amistoso/costa-rica/irlanda-do-norte/2705429,Costa Rica,Terminado,1528034400
Peru,Mundo - Amistoso,03/06/18 12:00:00,https://www.academiadasapostasbrasil.com/stats/match/mundo/amistoso/arabia-saudita/peru/2724446,Arábia Saudita,Terminado,1528038000
Belize,Mundo - Amistoso,03/06/18 17:00:00,https://www.academiadasapostasbrasil.com/stats/match/mundo/amistoso/barbados/belize/2789324,Barbados,Terminado,1528056000
