back_team,countrie,datetime,event_link,home_team,status,timestamp
São Paulo,Brasil - Brasileirão Série A,28/09/19 16:00:00,https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/flamengo/sao-paulo/2989131,Flamengo,Terminado,1569697200
Liverpool,Inglaterra - Barclays Premier League,28/09/19 05:30:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/barclays-premier-league/sheffield-united/liverpool/3029140,Sheff Utd,Terminado,1569659400
Brighton,Inglaterra - Barclays Premier League,28/09/19 08:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/barclays-premier-league/chelsea/brighton-hove-albion/3029135,Chelsea,Terminado,1569668400
Man City,Inglaterra - Barclays Premier League,28/09/19 10:30:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/barclays-premier-league/everton/manchester-city/3029137,Everton,Terminado,1569677400
Barcelona,Espanha - Primera Division,28/09/19 08:00:00,https://www.academiadasapostasbrasil.com/stats/match/espanha/primera-division/getafe/barcelona/3058875,Getafe,Terminado,1569668400
Real Madrid,Espanha - Primera Division,28/09/19 13:00:00,https://www.academiadasapostasbrasil.com/stats/match/espanha/primera-division/atletico-de-madrid/real-madrid/3058872,Atlético,Terminado,1569686400
Bayern München,Alemanha - Bundesliga,28/09/19 07:30:00,https://www.academiadasapostasbrasil.com/stats/match/alemanha/bundesliga/paderborn/bayern-munique/3047072,Paderborn,Terminado,1569666600
Bremen,Alemanha - Bundesliga,28/09/19 10:30:00,https://www.academiadasapostasbrasil.com/stats/match/alemanha/bundesliga/borussia-dortmund/werder-bremen/3047065,Dortmund,Terminado,1569677400
Setúbal,Portugal - Liga Sagres,28/09/19 12:00:00,https://www.academiadasapostasbrasil.com/stats/match/portugal/liga-sagres/benfica/vitoria-de-setubal/3064700,Benfica,Terminado,1569682800
PSG,França - Ligue 1,28/09/19 09:30:00,https://www.academiadasapostasbrasil.com/stats/match/franca/ligue-1/bordeaux/paris-saint-germain/3030618,Bordeaux,Terminado,1569673800
Brest,França - Ligue 1,28/09/19 12:00:00,https://www.academiadasapostasbrasil.com/stats/match/franca/ligue-1/monaco/brestois/3030620,Monaco,Terminado,1569682800
SPAL,Itália - Serie A TIM,28/09/19 07:00:00,https://www.academiadasapostasbrasil.com/stats/match/italia/serie-a-tim/juventus/spal/3111751,Juventus,Terminado,1569664800
Inter,Itália - Serie A TIM,28/09/19 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/italia/serie-a-tim/sampdoria/internazionale/3111757,Sampdoria,Terminado,1569675600
Botafogo SP,Brasil - Série B,28/09/19 08:00:00,https://www.academiadasapostasbrasil.com/stats/match/brasil/serie-b/criciuma/botafogo-sp/2988120,Criciúma,Terminado,1569668400
Cuiabá,Brasil - Série B,28/09/19 13:30:00,https://www.academiadasapostasbrasil.com/stats/match/brasil/serie-b/ponte-preta/cuiaba/2988114,Ponte Preta,Terminado,1569688200
América MG,Brasil - Série B,28/09/19 13:30:00,https://www.academiadasapostasbrasil.com/stats/match/brasil/serie-b/coritiba/america-mineiro/2988118,Coritiba,Terminado,1569688200
Paraná,Brasil - Série B,28/09/19 16:00:00,https://www.academiadasapostasbrasil.com/stats/match/brasil/serie-b/oeste/parana-clube/2988116,Oeste,Terminado,1569697200
Operário,Brasil - Série B,28/09/19 16:00:00,https://www.academiadasapostasbrasil.com/stats/match/brasil/serie-b/sport/operario-pr/2988122,Sport,Terminado,1569697200
São Bento,Brasil - Série B,28/09/19 18:00:00,https://www.academiadasapostasbrasil.com/stats/match/brasil/serie-b/crb/sao-bento/2988123,CRB,Terminado,1569704400
Estudiantes,Argentina - Campeonato Argentino,28/09/19 12:30:00,https://www.academiadasapostasbrasil.com/stats/match/argentina/campeonato-argentino/arsenal-de-sarandi/estudiantes-de-la-plata/3070409,Arsenal,Terminado,1569684600
River Plate,Argentina - Campeonato Argentino,28/09/19 14:45:00,https://www.academiadasapostasbrasil.com/stats/match/argentina/campeonato-argentino/gimnasia-y-esgrima/river-plate/3070407,Gimn La Plata,Terminado,1569692700
NOB,Argentina - Campeonato Argentino,28/09/19 17:00:00,https://www.academiadasapostasbrasil.com/stats/match/argentina/campeonato-argentino/boca-juniors/newell-s-old-boys/3070403,Boca,Terminado,1569700800
Cruz Azul,México - Primera Division,28/09/19 16:00:00,https://www.academiadasapostasbrasil.com/stats/match/mexico/primera-division/pachuca/cruz-azul/3041058,Pachuca,Terminado,1569697200
Juárez,México - Primera Division,28/09/19 18:00:00,https://www.academiadasapostasbrasil.com/stats/match/mexico/primera-division/necaxa/juarez/3041060,Necaxa,Terminado,1569704400
Tigres,México - Primera Division,28/09/19 18:06:00,https://www.academiadasapostasbrasil.com/stats/match/mexico/primera-division/rayados-de-monterrey/tigres/3041059,Monterrey,Terminado,1569704760
Guadalajara,México - Primera Division,28/09/19 20:05:00,https://www.academiadasapostasbrasil.com/stats/match/mexico/primera-division/america-mexico/chivas-de-guadalajara/3041061,América,Terminado,1569711900
West Ham,Inglaterra - Barclays Premier League,28/09/19 08:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/barclays-premier-league/bournemouth/west-ham/3029133,Bournemouth,Terminado,1569668400
Burnley,Inglaterra - Barclays Premier League,28/09/19 08:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/barclays-premier-league/aston-villa/burnley/3029134,Aston Villa,Terminado,1569668400
Norwich,Inglaterra - Barclays Premier League,28/09/19 08:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/barclays-premier-league/crystal-palace/norwich-city/3029136,Crystal Palace,Terminado,1569668400
Southampton,Inglaterra - Barclays Premier League,28/09/19 08:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/barclays-premier-league/tottenham/southampton/3029141,Tottenham,Terminado,1569668400
Watford,Inglaterra - Barclays Premier League,28/09/19 08:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/barclays-premier-league/wolverhampton/watford/3029142,Wolverhampton,Terminado,1569668400
Valência,Espanha - Primera Division,28/09/19 05:00:00,https://www.academiadasapostasbrasil.com/stats/match/espanha/primera-division/athletic-bilbao/valencia/3058871,Athletic Club,Terminado,1569657600
Leganés,Espanha - Primera Division,28/09/19 10:30:00,https://www.academiadasapostasbrasil.com/stats/match/espanha/primera-division/granada/leganes/3058876,Granada,Terminado,1569677400
Schalke 04,Alemanha - Bundesliga,28/09/19 07:30:00,https://www.academiadasapostasbrasil.com/stats/match/alemanha/bundesliga/rb-leipzig/schalke-04/3047066,Leipzig,Terminado,1569666600
M'gladbach,Alemanha - Bundesliga,28/09/19 07:30:00,https://www.academiadasapostasbrasil.com/stats/match/alemanha/bundesliga/hoffenheim/borussia-monchengladbach/3047067,Hoffenheim,Terminado,1569666600
Wolfsburg,Alemanha - Bundesliga,28/09/19 07:30:00,https://www.academiadasapostasbrasil.com/stats/match/alemanha/bundesliga/mainz/wolfsburg/3047069,Mainz 05,Terminado,1569666600
Leverkusen,Alemanha - Bundesliga,28/09/19 07:30:00,https://www.academiadasapostasbrasil.com/stats/match/alemanha/bundesliga/augsburg/bayer-leverkusen/3047070,Augsburg,Terminado,1569666600
Moreirense,Portugal - Liga Sagres,28/09/19 09:30:00,https://www.academiadasapostasbrasil.com/stats/match/portugal/liga-sagres/maritimo/moreirense/3064702,Marítimo,Terminado,1569673800
Belenenses,Portugal - Liga Sagres,28/09/19 14:30:00,https://www.academiadasapostasbrasil.com/stats/match/portugal/liga-sagres/famalicao/belenenses/3064698,Famalicão,Terminado,1569691800
Nantes,França - Ligue 1,28/09/19 05:30:00,https://www.academiadasapostasbrasil.com/stats/match/franca/ligue-1/lyon/nantes/3030622,Lyon,Terminado,1569659400
Lille,França - Ligue 1,28/09/19 12:00:00,https://www.academiadasapostasbrasil.com/stats/match/franca/ligue-1/nice/lille/3030617,Nice,Terminado,1569682800
Amiens,França - Ligue 1,28/09/19 12:00:00,https://www.academiadasapostasbrasil.com/stats/match/franca/ligue-1/angers/amiens/3030619,Angers,Terminado,1569682800
Toulouse,França - Ligue 1,28/09/19 12:00:00,https://www.academiadasapostasbrasil.com/stats/match/franca/ligue-1/metz/toulouse/3030621,Metz,Terminado,1569682800
Dijon,França - Ligue 1,28/09/19 12:00:00,https://www.academiadasapostasbrasil.com/stats/match/franca/ligue-1/stade-de-reims/dijon/3030626,Reims,Terminado,1569682800
Atalanta,Itália - Serie A TIM,28/09/19 12:45:00,https://www.academiadasapostasbrasil.com/stats/match/italia/serie-a-tim/sassuolo/atalanta/3111758,Sassuolo,Terminado,1569685500
Young Africans,África - Liga dos Campeões da África,28/09/19 07:00:00,https://www.academiadasapostasbrasil.com/stats/match/africa/liga-dos-campeoes-da-africa/zesco-united/young-africans/3154889,ZESCO,Terminado,1569664800
Platinum,África - Liga dos Campeões da África,28/09/19 07:00:00,https://www.academiadasapostasbrasil.com/stats/match/africa/liga-dos-campeoes-da-africa/hcb-songo/platinum/3154891,Songo,Terminado,1569664800
