back_team,countrie,datetime,event_link,home_team,status,timestamp
Atlético MG,Brasil - Brasileirão Série A,09/06/19 16:00:00,https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/santos/atletico-mg/2988990,Santos,Terminado,1560106800
Inglaterra,Europa - UEFA Nations League,09/06/19 07:00:00,https://www.academiadasapostasbrasil.com/stats/match/europa/uefa-nations-league/suica/inglaterra/2724466,Suíça,Terminado,1560074400
Holanda,Europa - UEFA Nations League,09/06/19 12:45:00,https://www.academiadasapostasbrasil.com/stats/match/europa/uefa-nations-league/portugal/holanda/2724467,Portugal,Terminado,1560095100
Honduras,Mundo - Amistoso,09/06/19 13:00:00,https://www.academiadasapostasbrasil.com/stats/match/mundo/amistoso/brasil/honduras/3015410,Brasil,Terminado,1560096000
Colômbia,Mundo - Amistoso,09/06/19 15:00:00,https://www.academiadasapostasbrasil.com/stats/match/mundo/amistoso/peru/colombia/3006261,Peru,Terminado,1560103200
Equador,Mundo - Amistoso,09/06/19 17:00:00,https://www.academiadasapostasbrasil.com/stats/match/mundo/amistoso/mexico/equador/2998655,México,Terminado,1560110400
Flamengo,Brasil - Brasileirão Série A,09/06/19 16:00:00,https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/fluminense/flamengo/2988992,Fluminense,Terminado,1560106800
Botafogo,Brasil - Brasileirão Série A,09/06/19 16:00:00,https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/csa/botafogo/2988995,CSA,Terminado,1560106800
Lugo,Espanha - Liga Adelante,09/06/19 10:30:00,https://www.academiadasapostasbrasil.com/stats/match/espanha/liga-adelante/gimnastic/lugo/2862018,Tarragona,Terminado,1560087000
Las Palmas,Espanha - Liga Adelante,09/06/19 12:00:00,https://www.academiadasapostasbrasil.com/stats/match/espanha/liga-adelante/numancia/las-palmas/2862017,Numancia,Terminado,1560092400
Zaragoza,Espanha - Liga Adelante,09/06/19 12:30:00,https://www.academiadasapostasbrasil.com/stats/match/espanha/liga-adelante/tenerife/zaragoza/2862011,Tenerife,Terminado,1560094200
Salernitana,Itália - Serie B,09/06/19 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/italia/serie-b/venezia/salernitana/3025091,Venezia,Terminado,1560085200
Italy,Mundo - Copa do Mundo Feminina,09/06/19 05:00:00,https://www.academiadasapostasbrasil.com/stats/match/mundo/copa-do-mundo-feminina/australia/italia/2945885,Austrália,Terminado,1560067200
Jamaica,Mundo - Copa do Mundo Feminina,09/06/19 07:30:00,https://www.academiadasapostasbrasil.com/stats/match/mundo/copa-do-mundo-feminina/brasil/jamaica/2945886,Brazil,Terminado,1560076200
Escócia,Mundo - Copa do Mundo Feminina,09/06/19 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/mundo/copa-do-mundo-feminina/inglaterra/escocia/2945891,Inglaterra,Terminado,1560085200
