back_team,countrie,datetime,event_link,home_team,status,timestamp
Brasil,Mundo - Amistoso,23/03/18 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/mundo/amistoso/russia/brasil/2692518,Rússia,Terminado,1521810000
Espanha,Mundo - Amistoso,23/03/18 13:45:00,https://www.academiadasapostasbrasil.com/stats/match/mundo/amistoso/alemanha/espanha/2683072,Alemanha,Terminado,1521823500
Inglaterra,Mundo - Amistoso,23/03/18 13:45:00,https://www.academiadasapostasbrasil.com/stats/match/mundo/amistoso/holanda/inglaterra/2683833,Holanda,Terminado,1521823500
Egito,Mundo - Amistoso,23/03/18 13:45:00,https://www.academiadasapostasbrasil.com/stats/match/mundo/amistoso/portugal/egito/2702660,Portugal,Terminado,1521823500
Itália,Mundo - Amistoso,23/03/18 13:45:00,https://www.academiadasapostasbrasil.com/stats/match/mundo/amistoso/argentina/italia/2723043,Argentina,Terminado,1521823500
Colômbia,Mundo - Amistoso,23/03/18 14:00:00,https://www.academiadasapostasbrasil.com/stats/match/mundo/amistoso/franca/colombia/2698087,França,Terminado,1521824400
Islândia,Mundo - Amistoso,23/03/18 20:30:00,https://www.academiadasapostasbrasil.com/stats/match/mundo/amistoso/mexico/islandia/2719444,México,Terminado,1521847800
Rússia U21,Europa - Campeonato UEFA Sub21,23/03/18 07:00:00,https://www.academiadasapostasbrasil.com/stats/match/europa/campeonato-uefa-sub21/macedonia-sub21/russia-sub21/2416147,Macedônia U21,Terminado,1521799200
França U21,Europa - Campeonato UEFA Sub21,23/03/18 07:00:00,https://www.academiadasapostasbrasil.com/stats/match/europa/campeonato-uefa-sub21/cazaquistao-sub21/franca-sub21/2429897,Cazaquistão U21,Terminado,1521799200
Suécia U21,Europa - Campeonato UEFA Sub21,23/03/18 08:00:00,https://www.academiadasapostasbrasil.com/stats/match/europa/campeonato-uefa-sub21/turquia-sub21/suecia-sub21/2429848,Turquia U21,Terminado,1521802800
Gales U21,Europa - Campeonato UEFA Sub21,23/03/18 08:00:00,https://www.academiadasapostasbrasil.com/stats/match/europa/campeonato-uefa-sub21/bosnia-herzegovina-sub21/pais-de-gales-sub21/2429868,BósniaU21,Terminado,1521802800
Croácia U21,Europa - Campeonato UEFA Sub21,23/03/18 09:00:00,https://www.academiadasapostasbrasil.com/stats/match/europa/campeonato-uefa-sub21/republica-checa-sub21/croacia-sub21/2416087,Rep Tcheca U21,Terminado,1521806400
