back_team,countrie,datetime,event_link,home_team,status,timestamp
Portugal,Europa - UEFA Nations League,11/10/18 12:45:00,https://www.academiadasapostasbrasil.com/stats/match/europa/uefa-nations-league/polonia/portugal/2720427,Polônia,Terminado,1539272700
Argentina,Mundo - Amistoso,11/10/18 12:00:00,https://www.academiadasapostasbrasil.com/stats/match/mundo/amistoso/iraque/argentina/2923489,Iraque,Terminado,1539270000
Espanha,Mundo - Amistoso,11/10/18 12:45:00,https://www.academiadasapostasbrasil.com/stats/match/mundo/amistoso/gales/espanha/2778472,Gales,Terminado,1539272700
Colômbia,Mundo - Amistoso,11/10/18 17:30:00,https://www.academiadasapostasbrasil.com/stats/match/mundo/amistoso/eua/colombia/2881773,EUA,Terminado,1539289800
Costa Rica,Mundo - Amistoso,11/10/18 19:30:00,https://www.academiadasapostasbrasil.com/stats/match/mundo/amistoso/mexico/costa-rica/2922870,México,Terminado,1539297000
Escócia,Europa - UEFA Nations League,11/10/18 12:45:00,https://www.academiadasapostasbrasil.com/stats/match/europa/uefa-nations-league/israel/escocia/2720453,Israel,Terminado,1539272700
Romênia,Europa - UEFA Nations League,11/10/18 12:45:00,https://www.academiadasapostasbrasil.com/stats/match/europa/uefa-nations-league/lituania/romenia/2720492,Lituânia,Terminado,1539272700
Sérvia,Europa - UEFA Nations League,11/10/18 12:45:00,https://www.academiadasapostasbrasil.com/stats/match/europa/uefa-nations-league/montenegro/servia/2720494,Montenegro,Terminado,1539272700
Azerbaijão,Europa - UEFA Nations League,11/10/18 12:45:00,https://www.academiadasapostasbrasil.com/stats/match/europa/uefa-nations-league/ilhas-faroe/azerbaijao/2720533,Ilhas Faroé,Terminado,1539272700
Malta,Europa - UEFA Nations League,11/10/18 12:45:00,https://www.academiadasapostasbrasil.com/stats/match/europa/uefa-nations-league/kosovo/malta/2720534,Kosovo,Terminado,1539272700
Suécia,Europa - UEFA Nations League,11/10/18 13:45:00,https://www.academiadasapostasbrasil.com/stats/match/europa/uefa-nations-league/russia/suecia/2720447,Rússia,Terminado,1539276300
Irlanda U21,Europa - Campeonato UEFA Sub21,11/10/18 08:00:00,https://www.academiadasapostasbrasil.com/stats/match/europa/campeonato-uefa-sub21/israel-sub21/republica-da-irlanda-sub21/2429827,Israel U21,Terminado,1539255600
Rep Tcheca U21,Europa - Campeonato UEFA Sub21,11/10/18 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/europa/campeonato-uefa-sub21/bielorussia-sub21/republica-checa-sub21/2416096,Bielorrússia U21,Terminado,1539262800
Portugal U21,Europa - Campeonato UEFA Sub21,11/10/18 10:30:00,https://www.academiadasapostasbrasil.com/stats/match/europa/campeonato-uefa-sub21/liechtenstein-sub21/portugal-sub21/2429877,Liechtenstein U21,Terminado,1539264600
Irlanda Norte U21,Europa - Campeonato UEFA Sub21,11/10/18 10:45:00,https://www.academiadasapostasbrasil.com/stats/match/europa/campeonato-uefa-sub21/islandia-sub21/irlanda-do-norte-sub21/2430200,Islândia U21,Terminado,1539265500
Espanha U21,Europa - Campeonato UEFA Sub21,11/10/18 11:00:00,https://www.academiadasapostasbrasil.com/stats/match/europa/campeonato-uefa-sub21/albania-sub21/espanha-sub21/2430201,Albânia U21,Terminado,1539266400
Andorra U21,Europa - Campeonato UEFA Sub21,11/10/18 12:45:00,https://www.academiadasapostasbrasil.com/stats/match/europa/campeonato-uefa-sub21/inglaterra-sub21/andorra-sub21/2430230,Inglaterra U21,Terminado,1539272700
Libéria,África - Copa Africana de Nações Qualificação,11/10/18 08:30:00,https://www.academiadasapostasbrasil.com/stats/match/africa/copa-africana-de-nacoes-qualificacao/congo/liberia/2412039,Congo,Terminado,1539257400
