back_team,countrie,datetime,event_link,home_team,status,timestamp
Chievo,Itália - Serie A TIM,13/05/19 13:00:00,https://www.academiadasapostasbrasil.com/stats/match/italia/serie-a-tim/internazionale/chievo/2864107,Inter,Terminado,1557763200
Vitória,Brasil - Série B,13/05/19 17:00:00,https://www.academiadasapostasbrasil.com/stats/match/brasil/serie-b/guarani/vitoria/2987894,Guarani,Terminado,1557777600
Parma,Itália - Serie A TIM,13/05/19 11:00:00,https://www.academiadasapostasbrasil.com/stats/match/italia/serie-a-tim/bologna/parma/2864114,Bologna,Terminado,1557756000
Qadsia,Ásia - Copa AFC,13/05/19 12:00:00,https://www.academiadasapostasbrasil.com/stats/match/asia/copa-afc/al-suwaiq/al-quadsia/2938951,Suwaiq,Terminado,1557759600
Malkiya,Ásia - Copa AFC,13/05/19 12:00:00,https://www.academiadasapostasbrasil.com/stats/match/asia/copa-afc/al-ahed-beirut/malkiya/2938962,Ahed,Terminado,1557759600
Uni San Martín,Peru - Primera Division,13/05/19 14:30:00,https://www.academiadasapostasbrasil.com/stats/match/peru/primera-division/sporting-cristal/univ-san-martin/2968488,Cristal,Terminado,1557768600
Real Oviedo,Espanha - Liga Adelante,13/05/19 13:00:00,https://www.academiadasapostasbrasil.com/stats/match/espanha/liga-adelante/malaga/real-oviedo/2861967,Málaga,Terminado,1557763200
Alanya,Turquia - Super LIga,13/05/19 11:00:00,https://www.academiadasapostasbrasil.com/stats/match/turquia/super-liga/besiktas/alanyaspor/2827908,Beşiktaş,Terminado,1557756000
IFK Göteborg,Suécia - Allsvenskan,13/05/19 11:00:00,https://www.academiadasapostasbrasil.com/stats/match/suecia/allsvenskan/norrkoping/gotemborg/2947186,Norrköping,Terminado,1557756000
Cali,Colômbia - Primera División,13/05/19 18:45:00,https://www.academiadasapostasbrasil.com/stats/match/colombia/primera-division/tolima/deportivo-cali/3015827,Tolima,Terminado,1557783900
Nordsjælland,Dinamarca - Superligaen,13/05/19 11:00:00,https://www.academiadasapostasbrasil.com/stats/match/dinamarca/superligaen/brondby/nordsjaelland/3000170,Brøndby,Terminado,1557756000
Tranmere,Inglaterra - Liga 2,13/05/19 12:45:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/liga-2/forest-green-rovers/tranmere-rovers/3015217,Forest Green,Terminado,1557762300
M Haifa,Israel - Ligat Al,13/05/19 11:30:00,https://www.academiadasapostasbrasil.com/stats/match/israel/ligat-al/hapoel-eran-hadera/maccabi-haifa/2996677,H Eran Hadera,Terminado,1557757800
