back_team,countrie,datetime,event_link,home_team,status,timestamp
Porto,Europa - Liga dos Campeões da UEFA,09/04/19 13:00:00,https://www.academiadasapostasbrasil.com/stats/match/europa/liga-dos-campeoes-da-uefa/liverpool/porto/2997887,Liverpool,Terminado,1554825600
Man City,Europa - Liga dos Campeões da UEFA,09/04/19 13:00:00,https://www.academiadasapostasbrasil.com/stats/match/europa/liga-dos-campeoes-da-uefa/tottenham/manchester-city/2997889,Tottenham,Terminado,1554825600
Godoy Cruz,América do Sul - Copa Libertadores da América,09/04/19 16:15:00,https://www.academiadasapostasbrasil.com/stats/match/america-do-sul/copa-libertadores-da-america/olimpia/godoy-cruz/2951951,Olimpia,Terminado,1554837300
Tolima,América do Sul - Copa Libertadores da América,09/04/19 16:15:00,https://www.academiadasapostasbrasil.com/stats/match/america-do-sul/copa-libertadores-da-america/atletico-pr/tolima/2951978,Atlético PR,Terminado,1554837300
Palestino,América do Sul - Copa Libertadores da América,09/04/19 18:30:00,https://www.academiadasapostasbrasil.com/stats/match/america-do-sul/copa-libertadores-da-america/internacional/palestino/2951713,Internacional,Terminado,1554845400
Melgar,América do Sul - Copa Libertadores da América,09/04/19 18:30:00,https://www.academiadasapostasbrasil.com/stats/match/america-do-sul/copa-libertadores-da-america/san-lorenzo/melgar/2951902,San Lorenzo,Terminado,1554845400
LDU Quito,América do Sul - Copa Libertadores da América,09/04/19 18:30:00,https://www.academiadasapostasbrasil.com/stats/match/america-do-sul/copa-libertadores-da-america/penarol/ldu/2951966,Peñarol,Terminado,1554845400
CRB,Brasil - Copa do Brasil,09/04/19 16:15:00,https://www.academiadasapostasbrasil.com/stats/match/brasil/copa-do-brasil/bahia/crb/2995976,Bahia,Terminado,1554837300
Rennes,França - Ligue 1,09/04/19 11:00:00,https://www.academiadasapostasbrasil.com/stats/match/franca/ligue-1/nimes/rennes/2792484,Nîmes,Terminado,1554818400
Kashima,Ásia - Liga dos Campeões da Ásia,09/04/19 03:30:00,https://www.academiadasapostasbrasil.com/stats/match/asia/liga-dos-campeoes-da-asia/gyeongnam/kashima-antlers/2939637,Gyeongnam,Terminado,1554791400
Jeonbuk Motors,Ásia - Liga dos Campeões da Ásia,09/04/19 04:30:00,https://www.academiadasapostasbrasil.com/stats/match/asia/liga-dos-campeoes-da-asia/urawa-red-diamonds/jeonbuk-motors/2939706,Urawa,Terminado,1554795000
Guoan,Ásia - Liga dos Campeões da Ásia,09/04/19 05:00:00,https://www.academiadasapostasbrasil.com/stats/match/asia/liga-dos-campeoes-da-asia/provincial-electrical/beijing-guoan/2939705,Buriram Utd,Terminado,1554796800
Darul Ta'zim,Ásia - Liga dos Campeões da Ásia,09/04/19 05:30:00,https://www.academiadasapostasbrasil.com/stats/match/asia/liga-dos-campeoes-da-asia/shandong-luneng/johor-darul-tazim/2939636,Shandong,Terminado,1554798600
Sadd,Ásia - Liga dos Campeões da Ásia,09/04/19 08:00:00,https://www.academiadasapostasbrasil.com/stats/match/asia/liga-dos-campeoes-da-asia/pakhtakor-tashkent/al-sadd/2939624,Pakhtakor,Terminado,1554807600
Ahli,Ásia - Liga dos Campeões da Ásia,09/04/19 09:30:00,https://www.academiadasapostasbrasil.com/stats/match/asia/liga-dos-campeoes-da-asia/persepolis/al-ahli/2939625,Persepolis,Terminado,1554813000
Wahda,Ásia - Liga dos Campeões da Ásia,09/04/19 09:45:00,https://www.academiadasapostasbrasil.com/stats/match/asia/liga-dos-campeoes-da-asia/al-rayyan/al-wahda-fc-abu-dhabi/2939600,Rayyan,Terminado,1554813900
Lokomotiv,Ásia - Liga dos Campeões da Ásia,09/04/19 11:45:00,https://www.academiadasapostasbrasil.com/stats/match/asia/liga-dos-campeoes-da-asia/al-ittihad/lokomotiv/2939601,Ittihad,Terminado,1554821100
Derby,Inglaterra - Championship,09/04/19 12:45:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/championship/blackburn-rovers/derby-county/2802292,Blackburn,Terminado,1554824700
West Bromwich,Inglaterra - Championship,09/04/19 12:45:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/championship/bristol-city/west-bromwich/2802296,Bristol City,Terminado,1554824700
