back_team,countrie,datetime,event_link,home_team,status,timestamp
Polônia,Europa - UEFA Nations League,20/11/18 14:45:00,https://www.academiadasapostasbrasil.com/stats/match/europa/uefa-nations-league/portugal/polonia/2720430,Portugal,Terminado,1542735900
Camarões,Mundo - Amistoso,20/11/18 14:30:00,https://www.academiadasapostasbrasil.com/stats/match/mundo/amistoso/brasil/camaroes/2930928,Brasil,Terminado,1542735000
Uruguai,Mundo - Amistoso,20/11/18 15:00:00,https://www.academiadasapostasbrasil.com/stats/match/mundo/amistoso/franca/uruguai/2911810,França,Terminado,1542736800
México,Mundo - Amistoso,20/11/18 19:00:00,https://www.academiadasapostasbrasil.com/stats/match/mundo/amistoso/argentina/mexico/2927964,Argentina,Terminado,1542751200
Honduras,Mundo - Amistoso,20/11/18 19:15:00,https://www.academiadasapostasbrasil.com/stats/match/mundo/amistoso/chile/honduras/2922867,Chile,Terminado,1542752100
Rússia,Europa - UEFA Nations League,20/11/18 14:45:00,https://www.academiadasapostasbrasil.com/stats/match/europa/uefa-nations-league/suecia/russia/2720450,Suécia,Terminado,1542735900
Israel,Europa - UEFA Nations League,20/11/18 14:45:00,https://www.academiadasapostasbrasil.com/stats/match/europa/uefa-nations-league/escocia/israel/2720456,Escócia,Terminado,1542735900
Lituânia,Europa - UEFA Nations League,20/11/18 14:45:00,https://www.academiadasapostasbrasil.com/stats/match/europa/uefa-nations-league/servia/lituania/2720503,Sérvia,Terminado,1542735900
Romênia,Europa - UEFA Nations League,20/11/18 14:45:00,https://www.academiadasapostasbrasil.com/stats/match/europa/uefa-nations-league/montenegro/romenia/2720504,Montenegro,Terminado,1542735900
Azerbaijão,Europa - UEFA Nations League,20/11/18 14:45:00,https://www.academiadasapostasbrasil.com/stats/match/europa/uefa-nations-league/kosovo/azerbaijao/2720539,Kosovo,Terminado,1542735900
Ilhas Faroé,Europa - UEFA Nations League,20/11/18 14:45:00,https://www.academiadasapostasbrasil.com/stats/match/europa/uefa-nations-league/malta/ilhas-faroe/2720540,Malta,Terminado,1542735900
Polónia Sub21,Europa - Campeonato UEFA Sub21,20/11/18 12:00:00,https://www.academiadasapostasbrasil.com/stats/match/europa/campeonato-uefa-sub21/portugal-sub21/polonia-sub21/2929520,Portugal U21,Terminado,1542726000
Grécia U21,Europa - Campeonato UEFA Sub21,20/11/18 13:00:00,https://www.academiadasapostasbrasil.com/stats/match/europa/campeonato-uefa-sub21/austria-sub21/grecia-sub21/2929515,Áustria U21,Terminado,1542729600
Ebbsfleet,Inglaterra - Copa FA,20/11/18 14:45:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/copa-fa/cheltenham-town/ebbsfleet-united/2933823,Cheltenham,Terminado,1542735900
Aldershot,Inglaterra - Copa FA,20/11/18 14:45:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/copa-fa/bradford-city/aldershot-town/2933824,Bradford,Terminado,1542735900
Chesterfield,Inglaterra - Copa FA,20/11/18 14:45:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/copa-fa/billericay-town/chesterfield/2933825,Billericay,Terminado,1542735900
Oxford,Inglaterra - Copa FA,20/11/18 14:45:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/copa-fa/forest-green-rovers/oxford-united/2933826,Forest Green,Terminado,1542735900
Tranmere,Inglaterra - Copa FA,20/11/18 14:45:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/copa-fa/oxford-city/tranmere-rovers/2933827,Oxford,Terminado,1542735900
Sutton Utd,Inglaterra - Copa FA,20/11/18 14:45:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/copa-fa/slough-town/sutton-united/2933828,Slough,Terminado,1542735900
Morecambe,Inglaterra - Copa FA,20/11/18 14:45:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/copa-fa/halifax-town/morecambe/2933829,Halifax,Terminado,1542735900
Southend,Inglaterra - Copa FA,20/11/18 14:45:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/copa-fa/crawley-town/southend-united/2933830,Crawley,Terminado,1542735900
Chorley,Inglaterra - Copa FA,20/11/18 14:45:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/copa-fa/doncaster-rovers/chorley/2933865,Doncaster,Terminado,1542735900
Mansfield,Inglaterra - Copa FA,20/11/18 14:45:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/copa-fa/charlton/mansfield-town/2934014,Charlton,Terminado,1542735900
Gounah,Egito - Premier League,20/11/18 07:45:00,https://www.academiadasapostasbrasil.com/stats/match/egito/premier-league/al-mokawloon/el-gounah/2909847,Mokawloon,Terminado,1542710700
Ittihad,Egito - Premier League,20/11/18 11:00:00,https://www.academiadasapostasbrasil.com/stats/match/egito/premier-league/enppi/al-ittihad/2909849,ENPPI,Terminado,1542722400
Ajax II,Holanda - Eerste Divisie,20/11/18 14:00:00,https://www.academiadasapostasbrasil.com/stats/match/holanda/eerste-divisie/utrecht-ii/ajax-ii/2794510,Utrecht,Terminado,1542733200
