back_team,countrie,datetime,event_link,home_team,status,timestamp
Milan,Mundo - International Champions Cup,03/08/19 10:36:00,https://www.academiadasapostasbrasil.com/stats/match/mundo/international-champions-cup/manchester-united/milan/3003256,Man Utd,Terminado,1564839360
Rennes,França - Super Copa,03/08/19 05:30:00,https://www.academiadasapostasbrasil.com/stats/match/franca/super-copa/paris-saint-germain/rennes/2948674,PSG,Terminado,1564821000
Bayern München,Alemanha - Super Copa,03/08/19 12:30:00,https://www.academiadasapostasbrasil.com/stats/match/alemanha/super-copa/borussia-dortmund/bayern-munique/3024082,Dortmund,Terminado,1564846200
Chelsea,Mundo - Amistosos,03/08/19 09:00:00,https://www.academiadasapostasbrasil.com/stats/match/mundo/amistosos/borussia-monchengladbach/chelsea/3046873,M'gladbach,Terminado,1564833600
Atlético,Mundo - Amistosos,03/08/19 11:00:00,https://www.academiadasapostasbrasil.com/stats/match/mundo/amistosos/atletico-san-luis/atletico-de-madrid/3030536,A San Luis,Terminado,1564840800
Sampdoria,Mundo - Amistosos,03/08/19 11:30:00,https://www.academiadasapostasbrasil.com/stats/match/mundo/amistosos/monaco/sampdoria/3082703,Monaco,Terminado,1564842600
Fortaleza,Brasil - Brasileirão Série A,03/08/19 16:00:00,https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/ceara/fortaleza/2989038,Ceará,Terminado,1564858800
Internacional,Brasil - Brasileirão Série A,03/08/19 16:00:00,https://www.academiadasapostasbrasil.com/stats/match/brasil/brasileirao-serie-a/fluminense/internacional/2989042,Fluminense,Terminado,1564858800
Vitória,Brasil - Série B,03/08/19 08:00:00,https://www.academiadasapostasbrasil.com/stats/match/brasil/serie-b/brasil-de-pelotas/vitoria/2988011,Brasil Pelotas,Terminado,1564830000
Ponte Preta,Brasil - Série B,03/08/19 13:30:00,https://www.academiadasapostasbrasil.com/stats/match/brasil/serie-b/sao-bento/ponte-preta/2988006,São Bento,Terminado,1564849800
Operário,Brasil - Série B,03/08/19 13:30:00,https://www.academiadasapostasbrasil.com/stats/match/brasil/serie-b/criciuma/operario-pr/2988010,Criciúma,Terminado,1564849800
América MG,Brasil - Série B,03/08/19 14:00:00,https://www.academiadasapostasbrasil.com/stats/match/brasil/serie-b/parana-clube/america-mineiro/2988008,Paraná,Terminado,1564851600
Cuiabá,Brasil - Série B,03/08/19 16:00:00,https://www.academiadasapostasbrasil.com/stats/match/brasil/serie-b/crb/cuiaba/2988013,CRB,Terminado,1564858800
Figueirense,Brasil - Série B,03/08/19 16:15:00,https://www.academiadasapostasbrasil.com/stats/match/brasil/serie-b/vila-nova/figueirense/2988007,Vila Nova,Terminado,1564859700
Arg Juniors,Argentina - Campeonato Argentino,03/08/19 10:15:00,https://www.academiadasapostasbrasil.com/stats/match/argentina/campeonato-argentino/aldosivi/argentinos-juniors/3070332,Aldosivi,Terminado,1564838100
Talleres,Argentina - Campeonato Argentino,03/08/19 12:30:00,https://www.academiadasapostasbrasil.com/stats/match/argentina/campeonato-argentino/rosario-central/talleres/3070333,Rosario,Terminado,1564846200
Tucumán,Argentina - Campeonato Argentino,03/08/19 14:45:00,https://www.academiadasapostasbrasil.com/stats/match/argentina/campeonato-argentino/central-cordoba-sde/atletico-tucuman/3070334,Córdoba SdE,Terminado,1564854300
Racing,Argentina - Campeonato Argentino,03/08/19 17:00:00,https://www.academiadasapostasbrasil.com/stats/match/argentina/campeonato-argentino/velez-sarsfield/racing/3070335,Vélez,Terminado,1564862400
Cruz Azul,México - Primera Division,03/08/19 16:00:00,https://www.academiadasapostasbrasil.com/stats/match/mexico/primera-division/queretaro/cruz-azul/3040977,Querétaro,Terminado,1564858800
Tijuana,México - Primera Division,03/08/19 18:00:00,https://www.academiadasapostasbrasil.com/stats/match/mexico/primera-division/america-mexico/tijuana/3040978,América,Terminado,1564866000
Morelia,México - Primera Division,03/08/19 18:00:00,https://www.academiadasapostasbrasil.com/stats/match/mexico/primera-division/pachuca/monarcas-morelia/3040979,Pachuca,Terminado,1564866000
Veracruz,México - Primera Division,03/08/19 20:05:00,https://www.academiadasapostasbrasil.com/stats/match/mexico/primera-division/necaxa/veracruz/3040981,Necaxa,Terminado,1564873500
León,México - Primera Division,03/08/19 20:06:00,https://www.academiadasapostasbrasil.com/stats/match/mexico/primera-division/rayados-de-monterrey/leon/3040980,Monterrey,Terminado,1564873560
Coquimbo,Chile - Primera Division,03/08/19 10:30:00,https://www.academiadasapostasbrasil.com/stats/match/chile/primera-division/deportes-iquique/coquimbo-unido/3065460,Iquique,Terminado,1564839000
O'Higgins,Chile - Primera Division,03/08/19 13:00:00,https://www.academiadasapostasbrasil.com/stats/match/chile/primera-division/cobresal/ohiggins/3065461,Cobresal,Terminado,1564848000
Palestino,Chile - Primera Division,03/08/19 15:30:00,https://www.academiadasapostasbrasil.com/stats/match/chile/primera-division/huachipato/palestino/3065462,Huachipato,Terminado,1564857000
Audax,Chile - Primera Division,03/08/19 18:00:00,https://www.academiadasapostasbrasil.com/stats/match/chile/primera-division/univ-de-chile/audax-italiano/3065463,Univ Chile,Terminado,1564866000
San Martín SJ,Argentina - Copa Argentina,03/08/19 10:10:00,https://www.academiadasapostasbrasil.com/stats/match/argentina/copa-argentina/villa-mitre/san-martin-de-san-juan/3110380,Villa Mitre,Terminado,1564837800
Fulham,Inglaterra - Championship,03/08/19 08:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/championship/barnsley/fulham/3035405,Barnsley,Terminado,1564830000
Charlton,Inglaterra - Championship,03/08/19 08:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/championship/blackburn-rovers/charlton/3035407,Blackburn,Terminado,1564830000
Birmingham,Inglaterra - Championship,03/08/19 08:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/championship/brentford/birmingham-city/3035409,Brentford,Terminado,1564830000
Preston,Inglaterra - Championship,03/08/19 08:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/championship/millwall/preston-north-end/3035411,Millwall,Terminado,1564830000
Sheff Wed,Inglaterra - Championship,03/08/19 08:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/championship/reading/sheffield-wednesday/3035415,Reading,Terminado,1564830000
QPR,Inglaterra - Championship,03/08/19 08:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/championship/stoke/queens-park-rangers/3035417,Stoke,Terminado,1564830000
Hull,Inglaterra - Championship,03/08/19 08:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/championship/swansea-city/hull-city/3035420,Swansea,Terminado,1564830000
